,43,44,splitless_fname45,split_fname46,47,49,51,cone adjust_fname52,42,00,02,06,08,35,ODP 0.5/0.5_fname00,ODP 0.5/off_fname02,ODP small nozzle 0.5/0.5_fname06,ODP small nozzle 0.5/off_fname08,ODP 0.5/0.5_fname35,TYGON 0.5/0.5_fname46
1.1648,-0.00057237751004,0.000312666666667,0.000249686746988,0.00125896385542,-0.00111363855422,0.000315164658635,-0.00272024899598,0.00558418473896,0.000475437751004,0.00253278714859,0.0010426184739,0.00096746184739,0.018600811245,0.00251953413655,0.00253278714859,0.0010426184739,0.00096746184739,0.018600811245,0.00251953413655,0.00125896385542
1.1664,-0.00056237751004,0.000316666666667,0.000263686746988,0.00126296385542,-0.00111763855422,0.000435164658635,-0.00273824899598,0.00562418473896,0.000503437751004,0.00261278714859,0.0010786184739,0.00099146184739,0.018372811245,0.00255753413655,0.00261278714859,0.0010786184739,0.00099146184739,0.018372811245,0.00255753413655,0.00126296385542
1.168,-0.00054437751004,0.000334666666667,0.000253686746988,0.00126096385542,-0.00113763855422,0.000439164658635,-0.00275224899598,0.00562418473896,0.000539437751004,0.00263078714859,0.0010926184739,0.00098746184739,0.018154811245,0.00260953413655,0.00263078714859,0.0010926184739,0.00098746184739,0.018154811245,0.00260953413655,0.00126096385542
1.1696,-0.00054037751004,0.000336666666667,0.000243686746988,0.00128296385542,-0.00114163855422,0.000511164658635,-0.00276024899598,0.00565818473896,0.000567437751004,0.00265878714859,0.0011386184739,0.00100146184739,0.017938811245,0.00265153413655,0.00265878714859,0.0011386184739,0.00100146184739,0.017938811245,0.00265153413655,0.00128296385542
1.1712,-0.00054237751004,0.000322666666667,0.000241686746988,0.00130096385542,-0.00109363855422,0.000399164658635,-0.00277024899598,0.00571818473896,0.000587437751004,0.00268878714859,0.0011806184739,0.00099746184739,0.017712811245,0.00268953413655,0.00268878714859,0.0011806184739,0.00099746184739,0.017712811245,0.00268953413655,0.00130096385542
1.1728,-0.00054637751004,0.000316666666667,0.000253686746988,0.00127696385542,-0.00106563855422,0.000367164658635,-0.00277624899598,0.00575418473896,0.000607437751004,0.00271078714859,0.0012106184739,0.00101146184739,0.017488811245,0.00273753413655,0.00271078714859,0.0012106184739,0.00101146184739,0.017488811245,0.00273753413655,0.00127696385542
1.1744,-0.00053837751004,0.000304666666667,0.000275686746988,0.00127296385542,-0.00106563855422,0.000347164658635,-0.00278424899598,0.00567018473896,0.000637437751004,0.00275078714859,0.0012486184739,0.00101146184739,0.017246811245,0.00276753413655,0.00275078714859,0.0012486184739,0.00101146184739,0.017246811245,0.00276753413655,0.00127296385542
1.176,-0.00052037751004,0.000318666666667,0.000275686746988,0.00126696385542,-0.00110963855422,0.000515164658635,-0.00279024899598,0.00563218473896,0.000649437751004,0.00277678714859,0.0012766184739,0.00103346184739,0.017006811245,0.00279753413655,0.00277678714859,0.0012766184739,0.00103346184739,0.017006811245,0.00279753413655,0.00126696385542
1.1776,-0.00050437751004,0.000330666666667,0.000285686746988,0.00128096385542,-0.00117763855422,0.000539164658635,-0.00278824899598,0.00559218473896,0.000681437751004,0.00278078714859,0.0013146184739,0.00106546184739,0.016770811245,0.00283153413655,0.00278078714859,0.0013146184739,0.00106546184739,0.016770811245,0.00283153413655,0.00128096385542
1.1792,-0.00047637751004,0.000328666666667,0.000281686746988,0.00125096385542,-0.00126163855422,0.000507164658635,-0.00279424899598,0.00562018473896,0.000697437751004,0.00281678714859,0.0013626184739,0.00107346184739,0.016520811245,0.00287153413655,0.00281678714859,0.0013626184739,0.00107346184739,0.016520811245,0.00287153413655,0.00125096385542
1.1808,-0.00046837751004,0.000318666666667,0.000265686746988,0.00126096385542,-0.00128163855422,0.000447164658635,-0.00280024899598,0.00567018473896,0.000713437751004,0.00280678714859,0.0014106184739,0.00108546184739,0.016274811245,0.00289553413655,0.00280678714859,0.0014106184739,0.00108546184739,0.016274811245,0.00289553413655,0.00126096385542
1.1824,-0.00045437751004,0.000312666666667,0.000261686746988,0.00127296385542,-0.00126963855422,0.000311164658635,-0.00280024899598,0.00564818473896,0.000725437751004,0.00279878714859,0.0014646184739,0.00110346184739,0.016028811245,0.00292753413655,0.00279878714859,0.0014646184739,0.00110346184739,0.016028811245,0.00292753413655,0.00127296385542
1.184,-0.00045237751004,0.000300666666667,0.000257686746988,0.00126896385542,-0.00125763855422,0.000187164658635,-0.00279624899598,0.00568018473896,0.000753437751004,0.00281478714859,0.0014886184739,0.00111946184739,0.015786811245,0.00296553413655,0.00281478714859,0.0014886184739,0.00111946184739,0.015786811245,0.00296553413655,0.00126896385542
1.1856,-0.00047037751004,0.000312666666667,0.000273686746988,0.00127096385542,-0.00130563855422,7.51646586345e-05,-0.00280024899598,0.00567418473896,0.000769437751004,0.00284078714859,0.0015166184739,0.00112546184739,0.015532811245,0.00299553413655,0.00284078714859,0.0015166184739,0.00112546184739,0.015532811245,0.00299553413655,0.00127096385542
1.1872,-0.00048437751004,0.000334666666667,0.000279686746988,0.00128296385542,-0.00132163855422,1.11646586345e-05,-0.00281024899598,0.00567618473896,0.000787437751004,0.00286678714859,0.0015606184739,0.00114346184739,0.015286811245,0.00303753413655,0.00286678714859,0.0015606184739,0.00114346184739,0.015286811245,0.00303753413655,0.00128296385542
1.1888,-0.00050037751004,0.000340666666667,0.000291686746988,0.00130696385542,-0.00130563855422,5.91646586345e-05,-0.00281224899598,0.00568018473896,0.000815437751004,0.00287078714859,0.0016006184739,0.00116346184739,0.015042811245,0.00306553413655,0.00287078714859,0.0016006184739,0.00116346184739,0.015042811245,0.00306553413655,0.00130696385542
1.1904,-0.00051837751004,0.000358666666667,0.000295686746988,0.00129896385542,-0.00124563855422,0.000135164658635,-0.00280024899598,0.00565818473896,0.000861437751004,0.00289478714859,0.0016366184739,0.00116746184739,0.014782811245,0.00310753413655,0.00289478714859,0.0016366184739,0.00116746184739,0.014782811245,0.00310753413655,0.00129896385542
1.192,-0.00052037751004,0.000370666666667,0.000299686746988,0.00127496385542,-0.00125363855422,9.51646586345e-05,-0.00279624899598,0.00559418473896,0.000893437751004,0.00290678714859,0.0016726184739,0.00118746184739,0.014528811245,0.00315953413655,0.00290678714859,0.0016726184739,0.00118746184739,0.014528811245,0.00315953413655,0.00127496385542
1.1936,-0.00052637751004,0.000386666666667,0.000277686746988,0.00127296385542,-0.00129363855422,-3.68353413655e-05,-0.00280624899598,0.00553218473896,0.000921437751004,0.00290878714859,0.0017206184739,0.00119946184739,0.014286811245,0.00318353413655,0.00290878714859,0.0017206184739,0.00119946184739,0.014286811245,0.00318353413655,0.00127296385542
1.1952,-0.00052637751004,0.000396666666667,0.000279686746988,0.00131696385542,-0.00129763855422,-0.000324835341365,-0.00279424899598,0.00552618473896,0.000951437751004,0.00291078714859,0.0017566184739,0.00121546184739,0.014038811245,0.00320553413655,0.00291078714859,0.0017566184739,0.00121546184739,0.014038811245,0.00320553413655,0.00131696385542
1.1968,-0.00054037751004,0.000402666666667,0.000261686746988,0.00131896385542,-0.00133763855422,-0.000424835341365,-0.00279224899598,0.00552818473896,0.000977437751004,0.00289878714859,0.0018026184739,0.00121546184739,0.013760811245,0.00323953413655,0.00289878714859,0.0018026184739,0.00121546184739,0.013760811245,0.00323953413655,0.00131896385542
1.1984,-0.00056037751004,0.000406666666667,0.000273686746988,0.00130096385542,-0.00136563855422,-0.000480835341365,-0.00277424899598,0.00548818473896,0.000991437751004,0.00293278714859,0.0018346184739,0.00120946184739,0.013494811245,0.00328553413655,0.00293278714859,0.0018346184739,0.00120946184739,0.013494811245,0.00328553413655,0.00130096385542
1.2,-0.00055037751004,0.000400666666667,0.000271686746988,0.00128696385542,-0.00135363855422,-0.000332835341365,-0.00275224899598,0.00546018473896,0.001023437751,0.00296678714859,0.0018806184739,0.00123346184739,0.013240811245,0.00332353413655,0.00296678714859,0.0018806184739,0.00123346184739,0.013240811245,0.00332353413655,0.00128696385542
1.2016,-0.00055037751004,0.000406666666667,0.000265686746988,0.00129096385542,-0.00134563855422,-0.000240835341365,-0.00273824899598,0.00544418473896,0.001059437751,0.00294878714859,0.0019246184739,0.00122946184739,0.012980811245,0.00335753413655,0.00294878714859,0.0019246184739,0.00122946184739,0.012980811245,0.00335753413655,0.00129096385542
1.2032,-0.00055837751004,0.000400666666667,0.000273686746988,0.00127496385542,-0.00134563855422,-9.28353413655e-05,-0.00272824899598,0.00551818473896,0.001083437751,0.00297678714859,0.0019846184739,0.00124146184739,0.012714811245,0.00339753413655,0.00297678714859,0.0019846184739,0.00124146184739,0.012714811245,0.00339753413655,0.00127496385542
1.2048,-0.00055837751004,0.000386666666667,0.000269686746988,0.00128896385542,-0.00135363855422,5.91646586345e-05,-0.00272424899598,0.00556018473896,0.001099437751,0.00300278714859,0.0020266184739,0.00124746184739,0.012462811245,0.00344753413655,0.00300278714859,0.0020266184739,0.00124746184739,0.012462811245,0.00344753413655,0.00128896385542
1.2064,-0.00056237751004,0.000376666666667,0.000273686746988,0.00130296385542,-0.00134563855422,-4.83534136546e-06,-0.00272024899598,0.00557818473896,0.001133437751,0.00303278714859,0.0020866184739,0.00124746184739,0.012184811245,0.00348353413655,0.00303278714859,0.0020866184739,0.00124746184739,0.012184811245,0.00348353413655,0.00130296385542
1.208,-0.00055437751004,0.000366666666667,0.000279686746988,0.00129696385542,-0.00131363855422,-0.000108835341365,-0.00271424899598,0.00552218473896,0.001163437751,0.00304078714859,0.0021366184739,0.00125546184739,0.011938811245,0.00351953413655,0.00304078714859,0.0021366184739,0.00125546184739,0.011938811245,0.00351953413655,0.00129696385542
1.2096,-0.00056237751004,0.000368666666667,0.000293686746988,0.00130696385542,-0.00128163855422,-0.000152835341365,-0.00270624899598,0.00551218473896,0.001187437751,0.00303678714859,0.0021846184739,0.00127546184739,0.011676811245,0.00355553413655,0.00303678714859,0.0021846184739,0.00127546184739,0.011676811245,0.00355553413655,0.00130696385542
1.2112,-0.00058237751004,0.000368666666667,0.000281686746988,0.00133096385542,-0.00131763855422,-0.000172835341365,-0.00269424899598,0.00552818473896,0.001207437751,0.00305878714859,0.0022386184739,0.00128546184739,0.011414811245,0.00361153413655,0.00305878714859,0.0022386184739,0.00128546184739,0.011414811245,0.00361153413655,0.00133096385542
1.2128,-0.00057837751004,0.000358666666667,0.000273686746988,0.00134296385542,-0.00136163855422,-0.000192835341365,-0.00267624899598,0.00554618473896,0.001243437751,0.00307878714859,0.0022826184739,0.00129546184739,0.011142811245,0.00364553413655,0.00307878714859,0.0022826184739,0.00129546184739,0.011142811245,0.00364553413655,0.00134296385542
1.2144,-0.00057037751004,0.000356666666667,0.000263686746988,0.00131896385542,-0.00135363855422,-0.000260835341365,-0.00266224899598,0.00559618473896,0.001271437751,0.00309878714859,0.0023406184739,0.00129146184739,0.010886811245,0.00369153413655,0.00309878714859,0.0023406184739,0.00129146184739,0.010886811245,0.00369153413655,0.00131896385542
1.216,-0.00057837751004,0.000358666666667,0.000267686746988,0.00129896385542,-0.00136563855422,-0.000232835341365,-0.00264824899598,0.00570018473896,0.001279437751,0.00310878714859,0.0023766184739,0.00129346184739,0.010630811245,0.00373753413655,0.00310878714859,0.0023766184739,0.00129346184739,0.010630811245,0.00373753413655,0.00129896385542
1.2176,-0.00058837751004,0.000340666666667,0.000265686746988,0.00132696385542,-0.00134963855422,-0.000272835341365,-0.00260624899598,0.00578418473896,0.001307437751,0.00307878714859,0.0024326184739,0.00126946184739,0.010358811245,0.00376553413655,0.00307878714859,0.0024326184739,0.00126946184739,0.010358811245,0.00376553413655,0.00132696385542
1.2192,-0.00058637751004,0.000328666666667,0.000255686746988,0.00135896385542,-0.00134563855422,-0.000388835341365,-0.00258824899598,0.00585418473896,0.001341437751,0.00314478714859,0.0024746184739,0.00129346184739,0.010090811245,0.00380753413655,0.00314478714859,0.0024746184739,0.00129346184739,0.010090811245,0.00380753413655,0.00135896385542
1.2208,-0.00059237751004,0.000332666666667,0.000241686746988,0.00138296385542,-0.00134563855422,-0.000396835341365,-0.00255024899598,0.00591818473896,0.001383437751,0.00318078714859,0.0025266184739,0.00130346184739,0.00981681124498,0.00384553413655,0.00318078714859,0.0025266184739,0.00130346184739,0.00981681124498,0.00384553413655,0.00138296385542
1.2224,-0.00061437751004,0.000340666666667,0.000227686746988,0.00138896385542,-0.00132963855422,-0.000408835341365,-0.00252224899598,0.00589218473896,0.001415437751,0.00321078714859,0.0025846184739,0.00132546184739,0.00956681124498,0.00387153413655,0.00321078714859,0.0025846184739,0.00132546184739,0.00956681124498,0.00387153413655,0.00138896385542
1.224,-0.00064037751004,0.000350666666667,0.000225686746988,0.00136696385542,-0.00125763855422,-0.000432835341365,-0.00249024899598,0.00586218473896,0.001445437751,0.00321878714859,0.0026426184739,0.00133546184739,0.00931681124498,0.00391553413655,0.00321878714859,0.0026426184739,0.00133546184739,0.00931681124498,0.00391553413655,0.00136696385542
1.2256,-0.00064437751004,0.000358666666667,0.000243686746988,0.00137096385542,-0.00122563855422,-0.000456835341365,-0.00245424899598,0.00584018473896,0.001483437751,0.00323278714859,0.0026986184739,0.00134146184739,0.00905681124498,0.00394753413655,0.00323278714859,0.0026986184739,0.00134146184739,0.00905681124498,0.00394753413655,0.00137096385542
1.2272,-0.00065437751004,0.000360666666667,0.000257686746988,0.00136296385542,-0.00122963855422,-0.000472835341365,-0.00242824899598,0.00578618473896,0.001509437751,0.00323278714859,0.0027526184739,0.00136746184739,0.00881481124498,0.00398953413655,0.00323278714859,0.0027526184739,0.00136746184739,0.00881481124498,0.00398953413655,0.00136296385542
1.2288,-0.00066437751004,0.000362666666667,0.000269686746988,0.00137696385542,-0.00126963855422,-0.000528835341365,-0.00240224899598,0.00572018473896,0.001535437751,0.00324478714859,0.0028166184739,0.00137346184739,0.00855081124498,0.00402553413655,0.00324478714859,0.0028166184739,0.00137346184739,0.00855081124498,0.00402553413655,0.00137696385542
1.2304,-0.00067437751004,0.000352666666667,0.000259686746988,0.00140096385542,-0.00120963855422,-0.000436835341365,-0.00236624899598,0.00568018473896,0.001557437751,0.00325278714859,0.0028746184739,0.00138946184739,0.00829481124498,0.00406953413655,0.00325278714859,0.0028746184739,0.00138946184739,0.00829481124498,0.00406953413655,0.00140096385542
1.232,-0.00068237751004,0.000340666666667,0.000261686746988,0.00141296385542,-0.00120563855422,-0.000552835341365,-0.00234224899598,0.00572418473896,0.001579437751,0.00323278714859,0.0029226184739,0.00142146184739,0.00805081124498,0.00410353413655,0.00323278714859,0.0029226184739,0.00142146184739,0.00805081124498,0.00410353413655,0.00141296385542
1.2336,-0.00068637751004,0.000316666666667,0.000263686746988,0.00143096385542,-0.00118563855422,-0.000520835341365,-0.00232224899598,0.00577418473896,0.001611437751,0.00325478714859,0.0029806184739,0.00142946184739,0.00779081124498,0.00413953413655,0.00325478714859,0.0029806184739,0.00142946184739,0.00779081124498,0.00413953413655,0.00143096385542
1.2352,-0.00068437751004,0.000320666666667,0.000255686746988,0.00144296385542,-0.00117363855422,-0.000396835341365,-0.00229024899598,0.00577018473896,0.001631437751,0.00326678714859,0.0030186184739,0.00145346184739,0.00754681124498,0.00418353413655,0.00326678714859,0.0030186184739,0.00145346184739,0.00754681124498,0.00418353413655,0.00144296385542
1.2368,-0.00067437751004,0.000312666666667,0.000251686746988,0.00144296385542,-0.00118163855422,-0.000360835341365,-0.00225424899598,0.00575818473896,0.001675437751,0.00327878714859,0.0030746184739,0.00146346184739,0.00728681124498,0.00421553413655,0.00327878714859,0.0030746184739,0.00146346184739,0.00728681124498,0.00421553413655,0.00144296385542
1.2384,-0.00067037751004,0.000298666666667,0.000259686746988,0.00146296385542,-0.00118163855422,-0.000236835341365,-0.00223424899598,0.00572618473896,0.001699437751,0.00327678714859,0.0031386184739,0.00148946184739,0.00705281124498,0.00424153413655,0.00327678714859,0.0031386184739,0.00148946184739,0.00705281124498,0.00424153413655,0.00146296385542
1.24,-0.00069637751004,0.000308666666667,0.000259686746988,0.00148496385542,-0.00123763855422,-0.000228835341365,-0.00220024899598,0.00571018473896,0.001729437751,0.00327678714859,0.0031926184739,0.00148746184739,0.00682481124498,0.00428353413655,0.00327678714859,0.0031926184739,0.00148746184739,0.00682481124498,0.00428353413655,0.00148496385542
1.2416,-0.00069637751004,0.000320666666667,0.000267686746988,0.00152696385542,-0.00127763855422,-0.000248835341365,-0.00216624899598,0.00572818473896,0.001763437751,0.00330678714859,0.0032466184739,0.00149346184739,0.00658481124498,0.00432353413655,0.00330678714859,0.0032466184739,0.00149346184739,0.00658481124498,0.00432353413655,0.00152696385542
1.2432,-0.00067837751004,0.000320666666667,0.000271686746988,0.00156096385542,-0.00134563855422,-0.000400835341365,-0.00213424899598,0.00576618473896,0.001805437751,0.00331878714859,0.0032966184739,0.00150346184739,0.00634081124498,0.00434953413655,0.00331878714859,0.0032966184739,0.00150346184739,0.00634081124498,0.00434953413655,0.00156096385542
1.2448,-0.00067637751004,0.000308666666667,0.000281686746988,0.00157696385542,-0.00134963855422,-0.000592835341365,-0.00208624899598,0.00573618473896,0.001831437751,0.00333878714859,0.0033626184739,0.00153346184739,0.00609081124498,0.00439153413655,0.00333878714859,0.0033626184739,0.00153346184739,0.00609081124498,0.00439153413655,0.00157696385542
1.2464,-0.00069437751004,0.000292666666667,0.000273686746988,0.00161296385542,-0.00136163855422,-0.000860835341365,-0.00203224899598,0.00569218473896,0.001859437751,0.00334278714859,0.0034126184739,0.00154346184739,0.00586481124498,0.00441153413655,0.00334278714859,0.0034126184739,0.00154346184739,0.00586481124498,0.00441153413655,0.00161296385542
1.248,-0.00068837751004,0.000288666666667,0.000275686746988,0.00164496385542,-0.00134563855422,-0.00103283534137,-0.00199424899598,0.00566618473896,0.001903437751,0.00331878714859,0.0034726184739,0.00154746184739,0.00565081124498,0.00443953413655,0.00331878714859,0.0034726184739,0.00154746184739,0.00565081124498,0.00443953413655,0.00164496385542
1.2496,-0.00066837751004,0.000276666666667,0.000263686746988,0.00164296385542,-0.00125363855422,-0.00117283534137,-0.00195824899598,0.00567018473896,0.001927437751,0.00331478714859,0.0035086184739,0.00158946184739,0.00540881124498,0.00448153413655,0.00331478714859,0.0035086184739,0.00158946184739,0.00540881124498,0.00448153413655,0.00164296385542
1.2512,-0.00065437751004,0.000260666666667,0.000259686746988,0.00163896385542,-0.00124563855422,-0.00110483534137,-0.00194024899598,0.00572418473896,0.001973437751,0.00334278714859,0.0035766184739,0.00159146184739,0.00518481124498,0.00451953413655,0.00334278714859,0.0035766184739,0.00159146184739,0.00518481124498,0.00451953413655,0.00163896385542
1.2528,-0.00063237751004,0.000244666666667,0.000269686746988,0.00166496385542,-0.00124563855422,-0.00104483534137,-0.00190624899598,0.00577018473896,0.002027437751,0.00336278714859,0.0036486184739,0.00159946184739,0.00497481124498,0.00453953413655,0.00336278714859,0.0036486184739,0.00159946184739,0.00497481124498,0.00453953413655,0.00166496385542
1.2544,-0.00063437751004,0.000234666666667,0.000275686746988,0.00169496385542,-0.00123763855422,-0.00113283534137,-0.00186824899598,0.00574818473896,0.002081437751,0.00335678714859,0.0036946184739,0.00161346184739,0.00475681124498,0.00458753413655,0.00335678714859,0.0036946184739,0.00161346184739,0.00475681124498,0.00458753413655,0.00169496385542
1.256,-0.00062837751004,0.000230666666667,0.000283686746988,0.00171896385542,-0.00122163855422,-0.00112883534137,-0.00183424899598,0.00575418473896,0.002125437751,0.00334878714859,0.0037606184739,0.00161946184739,0.00454881124498,0.00463153413655,0.00334878714859,0.0037606184739,0.00161946184739,0.00454881124498,0.00463153413655,0.00171896385542
1.2576,-0.00063037751004,0.000216666666667,0.000289686746988,0.00174296385542,-0.00117763855422,-0.00116083534137,-0.00180224899598,0.00579218473896,0.002159437751,0.00336878714859,0.0038286184739,0.00163746184739,0.00432881124498,0.00468353413655,0.00336878714859,0.0038286184739,0.00163746184739,0.00432881124498,0.00468353413655,0.00174296385542
1.2592,-0.00063237751004,0.000222666666667,0.000289686746988,0.00175096385542,-0.00114163855422,-0.00127683534137,-0.00176624899598,0.00576818473896,0.002193437751,0.00338278714859,0.0038766184739,0.00164746184739,0.00411481124498,0.00470353413655,0.00338278714859,0.0038766184739,0.00164746184739,0.00411481124498,0.00470353413655,0.00175096385542
1.2608,-0.00063637751004,0.000212666666667,0.000285686746988,0.00174896385542,-0.00112163855422,-0.00126483534137,-0.00171424899598,0.00588818473896,0.002215437751,0.00338678714859,0.0039426184739,0.00164346184739,0.00393081124498,0.00474153413655,0.00338678714859,0.0039426184739,0.00164346184739,0.00393081124498,0.00474153413655,0.00174896385542
1.2624,-0.00062837751004,0.000212666666667,0.000287686746988,0.00178696385542,-0.00110963855422,-0.00128883534137,-0.00166224899598,0.00588818473896,0.002237437751,0.00341878714859,0.0039946184739,0.00164146184739,0.00374081124498,0.00477953413655,0.00341878714859,0.0039946184739,0.00164146184739,0.00374081124498,0.00477953413655,0.00178696385542
1.264,-0.00065437751004,0.000200666666667,0.000289686746988,0.00179496385542,-0.00108163855422,-0.00119683534137,-0.00162824899598,0.00595818473896,0.002271437751,0.00344078714859,0.0040446184739,0.00165346184739,0.00353681124498,0.00481553413655,0.00344078714859,0.0040446184739,0.00165346184739,0.00353681124498,0.00481553413655,0.00179496385542
1.2656,-0.00065237751004,0.000204666666667,0.000295686746988,0.00179496385542,-0.00103763855422,-0.00114083534137,-0.00159624899598,0.00595618473896,0.002305437751,0.00347278714859,0.0040946184739,0.00166146184739,0.00334881124498,0.00484553413655,0.00347278714859,0.0040946184739,0.00166146184739,0.00334881124498,0.00484553413655,0.00179496385542
1.2672,-0.00064637751004,0.000200666666667,0.000309686746988,0.00179496385542,-0.00104963855422,-0.00111683534137,-0.00155224899598,0.00594418473896,0.002345437751,0.00350678714859,0.0041546184739,0.00166546184739,0.00316281124498,0.00487153413655,0.00350678714859,0.0041546184739,0.00166546184739,0.00316281124498,0.00487153413655,0.00179496385542
1.2688,-0.00066437751004,0.000188666666667,0.000315686746988,0.00182696385542,-0.00104163855422,-0.00112483534137,-0.00151224899598,0.00596818473896,0.002375437751,0.00353278714859,0.0041966184739,0.00167146184739,0.00297681124498,0.00490153413655,0.00353278714859,0.0041966184739,0.00167146184739,0.00297681124498,0.00490153413655,0.00182696385542
1.2704,-0.00065237751004,0.000186666666667,0.000315686746988,0.00185896385542,-0.00100963855422,-0.00103283534137,-0.00147824899598,0.00598818473896,0.002393437751,0.00357878714859,0.0042526184739,0.00167546184739,0.00280881124498,0.00492753413655,0.00357878714859,0.0042526184739,0.00167546184739,0.00280881124498,0.00492753413655,0.00185896385542
1.272,-0.00059437751004,0.000186666666667,0.000315686746988,0.00186096385542,-0.00102963855422,-0.00102483534137,-0.00144024899598,0.00609418473896,0.002437437751,0.00364078714859,0.0043046184739,0.00168146184739,0.00264281124498,0.00494753413655,0.00364078714859,0.0043046184739,0.00168146184739,0.00264281124498,0.00494753413655,0.00186096385542
1.2736,-0.00057837751004,0.000174666666667,0.000313686746988,0.00185496385542,-0.00101363855422,-0.00108883534137,-0.00140624899598,0.00604218473896,0.002489437751,0.00364278714859,0.0043646184739,0.00169546184739,0.00246281124498,0.00496953413655,0.00364278714859,0.0043646184739,0.00169546184739,0.00246281124498,0.00496953413655,0.00185496385542
1.2752,-0.00058237751004,0.000154666666667,0.000299686746988,0.00185496385542,-0.000989638554217,-0.00108083534137,-0.00134824899598,0.00610018473896,0.002517437751,0.00366078714859,0.0044206184739,0.00170546184739,0.00230081124498,0.00500553413655,0.00366078714859,0.0044206184739,0.00170546184739,0.00230081124498,0.00500553413655,0.00185496385542
1.2768,-0.00058037751004,0.000154666666667,0.000305686746988,0.00187696385542,-0.000985638554217,-0.00102483534137,-0.00130424899598,0.00610618473896,0.002541437751,0.00367678714859,0.0044686184739,0.00171146184739,0.00214081124498,0.00503753413655,0.00367678714859,0.0044686184739,0.00171146184739,0.00214081124498,0.00503753413655,0.00187696385542
1.2784,-0.00057837751004,0.000150666666667,0.000299686746988,0.00193896385542,-0.000989638554217,-0.00102483534137,-0.00126624899598,0.00604018473896,0.002555437751,0.00369078714859,0.0045186184739,0.00171946184739,0.00197481124498,0.00507553413655,0.00369078714859,0.0045186184739,0.00171946184739,0.00197481124498,0.00507553413655,0.00193896385542
1.28,-0.00058837751004,0.000140666666667,0.000295686746988,0.00197496385542,-0.000949638554217,-0.00114883534137,-0.00121624899598,0.00604618473896,0.002581437751,0.00372478714859,0.0045906184739,0.00172146184739,0.00183681124498,0.00512353413655,0.00372478714859,0.0045906184739,0.00172146184739,0.00183681124498,0.00512353413655,0.00197496385542
1.2816,-0.00059237751004,0.000126666666667,0.000293686746988,0.00199896385542,-0.000929638554217,-0.00119683534137,-0.00117024899598,0.00602418473896,0.002603437751,0.00373678714859,0.0046366184739,0.00174146184739,0.00170081124498,0.00515753413655,0.00373678714859,0.0046366184739,0.00174146184739,0.00170081124498,0.00515753413655,0.00199896385542
1.2832,-0.00059637751004,0.000114666666667,0.000295686746988,0.00204696385542,-0.000845638554217,-0.00116883534137,-0.00111024899598,0.00607218473896,0.002639437751,0.00374478714859,0.0047046184739,0.00176346184739,0.00155881124498,0.00518353413655,0.00374478714859,0.0047046184739,0.00176346184739,0.00155881124498,0.00518353413655,0.00204696385542
1.2848,-0.00058837751004,0.000112666666667,0.000287686746988,0.00205496385542,-0.000825638554217,-0.00108883534137,-0.00106224899598,0.00605618473896,0.002657437751,0.00377478714859,0.0047666184739,0.00175546184739,0.00142481124498,0.00522953413655,0.00377478714859,0.0047666184739,0.00175546184739,0.00142481124498,0.00522953413655,0.00205496385542
1.2864,-0.00056237751004,0.000104666666667,0.000261686746988,0.00209496385542,-0.000793638554217,-0.00111283534137,-0.00102824899598,0.00610418473896,0.002687437751,0.00377078714859,0.0048126184739,0.00175546184739,0.00130081124498,0.00527353413655,0.00377078714859,0.0048126184739,0.00175546184739,0.00130081124498,0.00527353413655,0.00209496385542
1.288,-0.00053437751004,9.66666666667e-05,0.000263686746988,0.00211296385542,-0.000741638554217,-0.00108883534137,-0.000974248995984,0.00615018473896,0.002707437751,0.00376078714859,0.0048766184739,0.00177546184739,0.00116681124498,0.00530753413655,0.00376078714859,0.0048766184739,0.00177546184739,0.00116681124498,0.00530753413655,0.00211296385542
1.2896,-0.00053637751004,0.000102666666667,0.000245686746988,0.00208096385542,-0.000725638554217,-0.00101283534137,-0.000926248995984,0.00617618473896,0.002739437751,0.00376278714859,0.0049306184739,0.00179746184739,0.00103681124498,0.00534553413655,0.00376278714859,0.0049306184739,0.00179746184739,0.00103681124498,0.00534553413655,0.00208096385542
1.2912,-0.00054837751004,0.000112666666667,0.000229686746988,0.00204696385542,-0.000717638554217,-0.000928835341365,-0.000880248995984,0.00622018473896,0.002773437751,0.00377478714859,0.0050006184739,0.00181946184739,0.00090481124498,0.00537153413655,0.00377478714859,0.0050006184739,0.00181946184739,0.00090481124498,0.00537153413655,0.00204696385542
1.2928,-0.00053037751004,9.46666666667e-05,0.000217686746988,0.00201496385542,-0.000705638554217,-0.000732835341365,-0.000824248995984,0.00623018473896,0.002817437751,0.00381078714859,0.0050686184739,0.00182946184739,0.00078281124498,0.00541753413655,0.00381078714859,0.0050686184739,0.00182946184739,0.00078281124498,0.00541753413655,0.00201496385542
1.2944,-0.00055837751004,9.46666666667e-05,0.000213686746988,0.00201896385542,-0.000737638554217,-0.000736835341365,-0.000784248995984,0.00626218473896,0.002847437751,0.00384878714859,0.0051246184739,0.00185746184739,0.00065881124498,0.00545953413655,0.00384878714859,0.0051246184739,0.00185746184739,0.00065881124498,0.00545953413655,0.00201896385542
